F7	PPM002735	PGS000907	major depressive disorder	Major depressive disorder	Sweating in Desvenlafaxine takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.01			0.99 [0.9,1.1]	European	AGDS	2524	European:100		PSS001397	35602235
F7	PPM002736	PGS000907	major depressive disorder	Major depressive disorder	Sweating in Citalopram takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.29			1.14 [0.99,1.3]	European	AGDS	2585	European:100		PSS001396	35602235
F7	PPM002737	PGS000907	major depressive disorder	Major depressive disorder	Sweating in Fluoxetine takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.03			1.04 [0.94,1.16]	European	AGDS	3670	European:100		PSS001400	35602235
F7	PPM002738	PGS000907	major depressive disorder	Major depressive disorder	Sweating in Duloxetine takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.05			0.96 [0.86,1.07]	European	AGDS	1995	European:100		PSS001398	35602235
F7	PPM002739	PGS000907	major depressive disorder	Major depressive disorder	Sweating in Paroxetine takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.17			1.1 [0.94,1.28]	European	AGDS	1580	European:100		PSS001402	35602235
F7	PPM002740	PGS000907	major depressive disorder	Major depressive disorder	Nausea in Sertraline takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.13			1.08 [1.01,1.15]	European	AGDS	5719	European:100		PSS001313	35602235
F7	PPM002741	PGS000907	major depressive disorder	Major depressive disorder	Nausea in Escitalopram takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.08			1.06 [0.98,1.15]	European	AGDS	4365	European:100		PSS001309	35602235
F7	PPM002742	PGS000907	major depressive disorder	Major depressive disorder	Nausea in Venlafaxine takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.14			1.08 [1.0,1.17]	European	AGDS	3967	European:100		PSS001314	35602235
F7	PPM002743	PGS000907	major depressive disorder	Major depressive disorder	Nausea in Amitriptyline takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.22			1.12 [0.95,1.31]	European	AGDS	1657	European:100		PSS001305	35602235
F7	PPM002744	PGS000907	major depressive disorder	Major depressive disorder	Nausea in Mirtazapine takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.1			1.08 [0.93,1.25]	European	AGDS	1987	European:100		PSS001311	35602235
